Tweet,Suicide,Cleaned_Tweet
I hate myself sm. I just wanna die. I donât deserve to live.,Potential Suicide post ,hate sm wan na die dont deserve live
"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",Potential Suicide post ,thousand dead child put sigh
I'm tired of living tbh,Potential Suicide post ,im tired living tbh
Damn I hate myself,Potential Suicide post ,damn hate
@REGYATES Nice pictures! Glad your having a good time!,Not Suicide post,nice picture glad good time
@coollike don't quit Twitter,Not Suicide post,dont quit twitter
RT @akiresaur: Learn the art of being alone and being happy at the same time.,Not Suicide post,rt learn art alone happy time
"@sokeri thanks for the help, i have realized that Now I need you to make it work.",Not Suicide post,thanks help realized need make work
"checking out virtual box, looks quite nice",Not Suicide post,checking virtual box look quite nice
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",Not Suicide post,woken pleased good match
Somebody kill the evil version of me please!!,Potential Suicide post ,somebody kill evil version please
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post,heading home today easter break parent dont think ill home til thursday surprise
RT @MandalMadhura: @narendramodi Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,Potential Suicide post ,rt black diwali u failed reached ur office evide
I dont want to be here anymore,Potential Suicide post ,dont want anymore
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post ,im getting tired people going everything like literally everytime die cuz someone go stuff
@ThE_ED uh oh you're in trouble,Not Suicide post,uh oh youre trouble
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not Suicide post,first game settler didnt even realize could pound haha
"hey hey hey, just joined Twitter. sounds like a nice thing",Not Suicide post,hey hey hey joined twitter sound like nice thing
@Boddingtons baby id try anything for the first time wi you...,Not Suicide post,baby id try anything first time wi
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up ,Potential Suicide post ,ptsd alcohol extremely horrible violent stuff happen year ago nowi forgot repressed whatever several year something unrelated one day made remember everything came flooding back mind like reliving felt like never ending panic attack day buried trauma explained lot alcohol pornography cigarette usage insanely high point fucked life relationship people close signifigant waysi amafraid talk happened anyone even people trust like family potential therapist due extreme irrational paranoia people involved finding hurting sometimesi amjust completely consumed negative horrible thought cant escape tried getting sliding scale therapist couple year ago even gave idea therapy dont know dont want give
@AMyburgh No problem.,Not Suicide post,problem
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood ,Potential Suicide post ,buying gun tomorrow since store closed spare detail life since one give shit anywayi amjust done everything nothing help yes well aware alone doesnt make shit difference nothing done sick wasting life time money air much love people life arent worth living shit help dont know tried knife cant bring draw blood
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, thereâ¦ https://t.co/cIilCixUQK",Potential Suicide post ,one seat church jason life choice belief artistic expression sorry
@michaelgrainger heh heh but you cld use it for anything almost lol,Not Suicide post,heh heh cld use anything almost lol
@Thetoffeemen1 @SimonMidi9790 @RonaldKoeman @Everton sure just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,Not Suicide post,sure get homework done celebrating poin
@weinerburger haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,Not Suicide post,haha alright ended paying abt yes coming school tmoro oh oli pood tday
"Iâm tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",Potential Suicide post ,im tired lie living lie people showing version want show show people put
Happy birthday big guy keep up the good work @Brandon_Leach7,Not Suicide post,happy birthday big guy keep good work
@andreascliment It's a nice piece of software indeed,Not Suicide post,nice piece software indeed
"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. Iâ¦ https://t.co/Nh4RvwANDg",Potential Suicide post ,im exhausted point need peace ive gone far deciding would die cut tie
RT @juliareyes004: @Ryankingry You or the picture?! Cus damn both be looking so good! ðð¤©,Potential Suicide post ,rt picture cu damn looking good
"iâm tired of struggling, im tired of asking for help and mostly iâm just tired of life. itâs not worth living anymore.",Potential Suicide post ,im tired struggling im tired asking help mostly im tired life worth living anymore
ok... now I have tkts for 2nite... Fast and the Furious! hope is GREAT after being sold out for the weekend!...,Not Suicide post,ok tkts nite fast furious hope great sold weekend
@michelpoulain Bon courage pour Magento !,Not Suicide post,bon courage pour magento
I just want it to be healthy.,Not Suicide post,want healthy
I hate myself more than anything in the world,Potential Suicide post ,hate anything world
But I'm just a motherfucker that want to be dead,Potential Suicide post ,im motherfucker want dead
@stml Have you been overdoing the William Gibson novels?,Not Suicide post,overdoing william gibson novel
"RT @theseoulstory: Cheers for more wonderful years with HIGHLIGHT Happy 8th anniversary, guys! @ent_aroundus #CELEBRATE_HIGHLIGHT",Not Suicide post,rt cheer wonderful year highlight happy th anniversary guy
I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying himâ¦ https://t.co/ISoS0lcKTS,Potential Suicide post ,think homies right thing amp deserves every dollar get steelers silly paying
@Joshmadden - OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),Not Suicide post,omg thanks replying made sooo happy please folow meive learnt much blog
RT @afrocybergal: iâve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Potential Suicide post ,rt ive ugly life ugh fair wan na cute least one era miserable life
@limrobmichael Wala akong specific problem actually. Iâm just so drained and tired of everything i just wanna die hahahaha,Potential Suicide post ,wala akong specific problem actually im drained tired everything wan na die hahahaha
"@pezholio Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face.",Not Suicide post,interesting digital engagement peep good know theyre engaging people coal face
"@vfpuk My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in â39 the thought of fightâ¦ https://t.co/gh1oCMsz7Q",Potential Suicide post ,ggrandfather fought ww earning military medal la boisselle thought fight
"@LisainDallas it's not 'nerd', Lisa, it's 'retard', remember? Special Olympics? I don't speak Austrian? that guy is breathtaking..",Not Suicide post,nerd lisa retard remember special olympics dont speak austrian guy breathtaking
"important meetings happening all over the office, and i'm not needed in any of them. YES!",Not Suicide post,important meeting happening office im needed yes
if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know ,Potential Suicide post ,happy age think best die year old anxiety entire life depression since gotten worse worse year add misophonia make life torture especially bad dont know fucki life reason live friend family scared die ironic wish dead time least wish never born life scary anyway thing dont get better next year fucking quit maybe pussy like pathetic piece shit coward dont know
Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post ,damn hardcore hate preheating many oven clear ap style
Got banned in my boy Clayster's chat by his thot gf @Lunalovebadxo for saying its sad how CoD pros wake up at 4 PMâ¦ https://t.co/9FJuA5dlC9,Potential Suicide post ,got banned boy claysters chat thot gf saying sad cod pro wake pm
@TayJasper alrite thanxx,Not Suicide post,alrite thanxx
@squishynoms you did not get mumps so thankfully my life is spared WOOP,Not Suicide post,get mumps thankfully life spared woop
Just wanna fucking sleep and never wake up ever again ð,Potential Suicide post ,wan na fucking sleep never wake ever
Messi is tired.,Not Suicide post,messi tired
RT @WayneRooney: Congratulations to Joe Cole on a brilliant career. Enjoy your retirement mate ðð¼ð´ó §ó ¢ó ¥ó ®ó §ó ¿ðð¼ https://t.co/L6Lq9R394n,Not Suicide post,rt congratulation joe cole brilliant career enjoy retirement mate
"RT @iriswestallens: I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right? #TheFlashâ¦",Potential Suicide post ,rt want remind yall without iris barry allen would dead right shes useless right
@TheFemGeek Interesting that I was just asking myself that same question!,Not Suicide post,interesting asking question
@markgeollli Pls donât bring this image to my mind Iâm not ready to die,Potential Suicide post ,pls dont bring image mind im ready die
"@Mummyofmany I have home-made brownies, too....",Not Suicide post,homemade brownie
HI-CHEW is literally the best fucking candy ever.,Not Suicide post,hichew literally best fucking candy ever
i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,Potential Suicide post ,think live sexually abused year take one second reliving feeling hand body would rather take life live guilt shame feel tell anyone happened feel like going insane
@Carly109 love the new song. and the chorus is real nice and catchy. gud job. who did the track and recording jordan?,Not Suicide post,love new song chorus real nice catchy gud job track recording jordan
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,Potential Suicide post ,ended hospital suicide attempt heart messed wont let leave medically stable go psych hospital sure work
"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms oâ¦ https://t.co/QyPIHvQKMK",Potential Suicide post ,ergo dream would crushed would work dead end job rest life let form
"@mykitchenstore we are planning our first one this year, egg hunt that is",Not Suicide post,planning first one year egg hunt
quite bored reallyyy :| on the phone to my baby x,Not Suicide post,quite bored reallyyy phone baby x
RT @deepee_xo: It's all fun &amp; games until you're throwing up hotcheetos https://t.co/WFnQHu3vaA,Not Suicide post,rt fun amp game youre throwing hotcheetos
An easter egg without the calories http://www.etsy.com/view_listing.php?listing_id=23359320,Not Suicide post,easter egg without calorie
"@MissGC : Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",Not Suicide post,yeah ive seen reply congrats dear must happy
@dandad a beautifully designed fully accessible HTML website,Not Suicide post,beautifully designed fully accessible html website
29 and missed my chance at love death cant come for me fast enough 144 iq thats 9983th percentile i also have a ms and ba from top ten schools cant figure this out somehow i am too old to attract someone i am attracted to and i am behind where a ivy graduate should be 42k at 29 years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the attention women get i dont think i will ever be wanted like that just not good enough,Potential Suicide post ,missed chance love death cant come fast enough iq thats th percentile also m ba top ten school cant figure somehow old attract someone attracted behind ivy graduate k year old temp position enough make worth something tired loved envy attention woman get dont think ever wanted like good enough
@hughsbeautiful me too. It's gonna be awesome. Eeek! One week!,Not Suicide post,gon na awesome eeek one week
Raikb is not tired of everything,Not Suicide post,raikb tired everything
feeling very happy with the giant box of chocolates that arrived this morning. Easter is a wonderful but underrated holiday,Not Suicide post,feeling happy giant box chocolate arrived morning easter wonderful underrated holiday
@_WolfGirl_ May 6th We couldn't wait any longer..i was waiting for someone to ask! LOL,Not Suicide post,may th couldnt wait longeri waiting someone ask lol
Just got back from a sweltering morning covering Cowboys preseason training and the air-con in the office is brokenâ¦ https://t.co/EidVT1AO1h,Potential Suicide post ,got back sweltering morning covering cowboy preseason training aircon office broken
"@theschwasound @feraljokes @BethLynch2020 Fuck, somebody come kill me please.",Potential Suicide post ,fuck somebody come kill please
@CapnSkulduggery Oh dear - it's nearly bedtime at least I'm sure tomorrow will be better. I have urge to hibernate but got work to do!,Not Suicide post,oh dear nearly bedtime least im sure tomorrow better urge hibernate got work
@ozazure I just trimmed it. I'll post photos soon,Not Suicide post,trimmed ill post photo soon
"@Pixieguts really???? why? Call superman, he can save you!!!! We need ya!",Not Suicide post,really call superman save need ya
hates the people on facebook trying to convince JP1 to get an iPhone.,Not Suicide post,hate people facebook trying convince jp get iphone
"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",Not Suicide post,love fact said like chandler head read kept reading n saw u say quotjust like chandlerquot
"We need to give a big huge massive shout out to @manny_hockey for his scraper, expertise, and amazing intelligence.â¦ https://t.co/ltQI947boL",Not Suicide post,need give big huge massive shout scraper expertise amazing intelligence
@greyseer Decently functional. I'm at work today.,Not Suicide post,decently functional im work today
"i'm leaving forever, if you'll miss me whatever",Potential Suicide post ,im leaving forever youll miss whatever
Working like crazy,Not Suicide post,working like crazy
More deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization,Not Suicide post,deinstallation fun wielding power drill amp love spreadsheet organization
Just bought 2 new reads - The Ten Commandments For Business Failure and More Softies: 22 New Friends For You To Sew And Crochet,Not Suicide post,bought new read ten commandment business failure softy new friend sew crochet
I donât care who fuck with me at the end of the day i came in this world alone im gon die alone with that being saiâ¦ https://t.co/CuQdOMxwlV,Potential Suicide post ,dont care fuck end day came world alone im gon die alone sai
@DEAHQ WHY do you raid Drs offices when you KNOW that illegal fentanyl thru mail is killing people? People are in sâ¦ https://t.co/Q5vMW7XJIq,Potential Suicide post ,raid drs office know illegal fentanyl thru mail killing people people
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,Potential Suicide post ,going kill tonight lesbian grad student conservative big name school america life shit lonely girl want use sex dont feel loved friend ive struggling find dissertation lab invented something professor undergrad shes stealing giving credit want make sure right way gone fucking tired feeling valued
@webfreelancer hi hi,Not Suicide post,hi hi
@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English?,Not Suicide post,uuuuuuuuggghhhhhh chinese english
@mileycyrus lol the conbrainer store thats cute,Not Suicide post,lol conbrainer store thats cute
want to kill her.,Not Suicide post,want kill
she is tired.,Not Suicide post,tired
@electroginge Buy an Mac yay,Not Suicide post,buy mac yay
"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",Not Suicide post,yes would pay fly section
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,Potential Suicide post ,always fucking stressing good day day feel like im going fucking lose wouldnt care tho im worthless
I Am Going To @lilyroseallen So Keen! Come On June!,Not Suicide post,going keen come june
"Today i almost kill myself because I almost hit by a truck, thank God.",Not Suicide post,today almost kill almost hit truck thank god
@aamelia lots and many. I illegaly downloaded them (h) BUT then lost them all. so now I only haz whatev ones tozz emails me why?,Not Suicide post,lot many illegaly downloaded h lost haz whatev one tozz email
Good morning Tweeterville! Looking forward to your tweets today Make it an awesome day.,Not Suicide post,good morning tweeterville looking forward tweet today make awesome day
@gasi67 Not everything.,Not Suicide post,everything
Cookie Dough is like âhey donât eat me raw I could make you sickâ not realizing that Iâve been ready to die for things I liked less.,Potential Suicide post ,cookie dough like hey dont eat raw could make sick realizing ive ready die thing liked le
i dont feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,Potential Suicide post ,dont feel right used goal thing looked forward every day pass feel worse worse want end already
I just want to get my ass done Iâm tired of living this life,Potential Suicide post ,want get as done im tired living life
About me and im serious about that. If i were to ever (i dont think i have the guts sadly) do suicide i wouldnt leaâ¦ https://t.co/0bCFEagZl1,Potential Suicide post ,im serious ever dont think gut sadly suicide wouldnt lea
@jinjaDev watch out for the 2pm brick wall that jumps out at you once the caffeine rush ends,Not Suicide post,watch pm brick wall jump caffeine rush end
I am a thousand percent done with âprotocolsâ and everything else. I am tired of explaining and giving further backâ¦ https://t.co/4I6B8qUF8f,Potential Suicide post ,thousand percent done protocol everything else tired explaining giving back
RT @iamfabrizio: Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,Not Suicide post,rt sometimes life amp love situation order move ahead give vulnerable amp
http://tr.im/imNg just made a new fluid icon for use with @amiestreet,Not Suicide post,made new fluid icon use
@harbars managed to fix broken moss in 2 min and save demo. Well done #spbpuk,Not Suicide post,managed fix broken moss min save demo well done
@rainbowdarling lol you and me both. Grumpy and bitter.,Not Suicide post,lol grumpy bitter
"Your imaginary girlfriend wants an NFT for xmas, what you buying them?",Not Suicide post,imaginary girlfriend want nft xmas buying
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,Not Suicide post,want something eat cant decide shortstack home away hi torus
"RT @TameraMowryTwo: Happy 6th birthday Aden! Alaina was excited to come to your birthday party. But as you said buddy, âShe lives in your hâ¦",Not Suicide post,rt happy th birthday aden alaina excited come birthday party said buddy life h
"http://twitpic.com/2yf0y - Me and my boyfriend, Tom, on my birthday night out",Not Suicide post,boyfriend tom birthday night
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Potential Suicide post ,wait take back fucking hate living markham want actually kill damn
"becaus honestly, you did nothing wrong. i dont know what the fuck is wrong with me sia. i feel worthless. you gaveâ¦ https://t.co/1RIuadu9mP",Potential Suicide post ,becaus honestly nothing wrong dont know fuck wrong sia feel worthless gave
RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,Not Suicide post,rt hardest time often lead greatest moment life keep faith worth end
So this goes well to show the average American trying to retire will die hungry and alone.,Potential Suicide post ,go well show average american trying retire die hungry alone
"RT @NonWhiteHat: Naming laws after dead children is a cynical ploy. ""If you don't support this law, you must want more kids to die, just liâ¦",Potential Suicide post ,rt naming law dead child cynical ploy dont support law must want kid die li
"@harrietlulu how weird. yesterday, i was thinking I really wanted to listen to Christmas songs.. not so strange I think.",Not Suicide post,weird yesterday thinking really wanted listen christmas song strange think
I saw deer in the backyard from my bedroom window this morning,Not Suicide post,saw deer backyard bedroom window morning
RT @ruinpeach: everyoneâs fighting about this but will is dead and wessaâs kids are dead and jemâs going to die one day along with jessaâsâ¦,Potential Suicide post ,rt everyones fighting dead wessas kid dead jem going die one day along jessas
"RT @no1bihet: One day ill kill myself and my suicide note will just be some shit like ""my arms are kinda chubby. Bye""",Potential Suicide post ,rt one day ill kill suicide note shit like arm kinda chubby bye
I getting tired of living the same day every single day,Potential Suicide post ,getting tired living day every single day
@xxandip uh oh i take it someone cant spell your name? im a katie and hate it when people put katy x,Not Suicide post,uh oh take someone cant spell name im katie hate people put katy x
"right then nsb archive done and dusted, ape accounts up to date, freeland winner sorted.. haha now to do some real work",Not Suicide post,right nsb archive done dusted ape account date freeland winner sorted haha real work
Wants to be stimulated already,Not Suicide post,want stimulated already
@Vintage_Twit Thanks for the offer!,Not Suicide post,thanks offer
RT @chimchim246: @987fm #SpeakYourselfSG iâve always hated my life. Iâve always felt like thereâs nothing to live for but BTS has helped meâ¦,Potential Suicide post ,rt ive always hated life ive always felt like there nothing live bts helped
RT @uglythxughts: Im tired of everything that is going on in my  life,Potential Suicide post ,rt im tired everything going life
"they dropped these fucking teasers when i was in class YEAH THEY WANT ME TO DIE, RIGHT? https://t.co/nbjoTSHmuw",Potential Suicide post ,dropped fucking teaser class yeah want die right
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,Potential Suicide post ,failure loser waste life want finally close pathetic story concern debt cant leave family
getting my english doneee!!!!!!!! ahh cant wait till holidays,Not Suicide post,getting english doneee ahh cant wait till holiday
Tyson smells like cookies.,Not Suicide post,tyson smell like cooky
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life,Not Suicide post,waiting train go ellens fish pie dinz waiting moment life
"@tikitosca New York, please",Not Suicide post,new york please
Iâm so tired of living and college I just wanna drop out and work somewhere far away from everyone https://t.co/Dq3rIUxtbv,Potential Suicide post ,im tired living college wan na drop work somewhere far away everyone
EVERY DAMN DAY. I HATE MYSELF. https://t.co/efhJYXcdU2,Potential Suicide post ,every damn day hate
@eleahbaant I sure will.,Not Suicide post,sure
"@whitneyhess reminds me of your &quot;emotional response&quot; point (deleting mails in Gmail), and why I turn off face recognition in iPhoto '09",Not Suicide post,reminds quotemotional responsequot point deleting mail gmail turn face recognition iphoto
"@jdickerson www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post,videoscommentampsuscribe amp follow cheer x
@ShaileeMody thats a killing smile.. i m flattered...,Not Suicide post,thats killing smile flattered
@RapierTwit People say they feel expressionistic - I've never heard them say pointalistic,Not Suicide post,people say feel expressionistic ive never heard say pointalistic
@carolw Misery loves company,Not Suicide post,misery love company
I'm learning to twitter!! beats doing the taxes,Not Suicide post,im learning twitter beat tax
FUCKING END MY LIFE,Potential Suicide post ,fucking end life
"@ekalavyab saw it smetime back , bloody creative it is",Not Suicide post,saw smetime back bloody creative
RT @NeerajKA: Congratulations to everyone who bought a wiretap so they could buy stuff more easily https://t.co/SZrV7Q8Q8y,Not Suicide post,rt congratulation everyone bought wiretap could buy stuff easily
@wasim not tired of everything.,Not Suicide post,tired everything
"@yashir33 I want to be able to focus on solving this problem, not worrying about what might be said or done to you.",Not Suicide post,want able focus solving problem worrying might said done
Sex dreams are my least favorite dreams. Like they're always weird and appear out of nowhere and then you think itsâ¦ https://t.co/1fdKAwFjwE,Potential Suicide post ,sex dream least favorite dream like theyre always weird appear nowhere think
"@300pockets you guys should look into a Cube or EDH! It's fun Xion as in kingdomhearts? From your profile pic, there's some resemblance!",Not Suicide post,guy look cube edh fun xion kingdomhearts profile pic there resemblance
âIm going to fucking kill myself cuz I have no purpose on this earth cuz everything I wanna do in this life has beeâ¦ https://t.co/inr5vuBccx,Potential Suicide post ,im going fucking kill cuz purpose earth cuz everything wan na life bee
I swear it doesnât matter what time I go to sleep my body forever wakes up tired,Potential Suicide post ,swear doesnt matter time go sleep body forever wake tired
He was not tired.,Not Suicide post,tired
Watching ellen show...,Not Suicide post,watching ellen show
Abdul is tired now.,Not Suicide post,abdul tired
support for making the world better place,Not Suicide post,support making world better place
Caffeinated and happy,Not Suicide post,caffeinated happy
i am getting close and i am not sure what to do anymore i have been really struggeling for about 5 month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i didnt think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started travelling focused on work and even started hobbies despite all this somet it feels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is difficult to do anthing its even hard to write this post i dont know what to do anymore i wake up everyday feeling like i am being tortured its been 5 months and it is driving me nuts feeling like i cant escape i could really use some words of wisdom right now,Potential Suicide post ,getting close sure anymore really struggeling month broke someone loved much first turned drinking drug ease pain got quite suicidal got bad make major change life didnt think going make done absolutely everything pick therapy psychiatrist lexapro quit drinking quit smoking started working started eating right started travelling focused work even started hobby despite somet feel like nothing helping barely get bed daysi amon verge tear every day difficult anthing even hard write post dont know anymore wake everyday feeling like tortured month driving nut feeling like cant escape could really use word wisdom right
@tafelzoetstof I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase?,Not Suicide post,could would much people around admiring send address cava bar pleaaase
@julieallinson hb!,Not Suicide post,hb
"I quit, I keep grinding but still fucking suck. I no life something and I still fucking suck. Iâm never gonna get iâ¦ https://t.co/90Myx2lVgt",Potential Suicide post ,quit keep grinding still fucking suck life something still fucking suck im never gon na get
i'm tired of youâ¦ https://t.co/cAp1T1SFF1,Potential Suicide post ,im tired
I have chorus today. That makes me happy,Not Suicide post,chorus today make happy
i want to kill her.,Not Suicide post,want kill
"@gerardway I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.I think You have sweet talking,dear",Not Suicide post,im greatsomebody saidquotu speak right side mouthquot ohit randomi think sweet talkingdear
@nerdd I was pretty sure that you were checking new Tweets on your iPhone during the meeting,Not Suicide post,pretty sure checking new tweet iphone meeting
I fucking miss you :( but youâre probably better off without me.,Potential Suicide post ,fucking miss youre probably better without
"@visualmadness Hehe, thanks.",Not Suicide post,hehe thanks
Jon Stewart loves Twitter http://www.thedailyshow.com/video/index.jhtml?videoId=219519&amp;title=twitter-frenzy,Not Suicide post,jon stewart love twitter
"@c_cannabiscafe A father, whose daughter committed suicide, saying, ""cannabis is very, very dangerous"" is an 'instrâ¦ https://t.co/iGIYBvXZdD",Potential Suicide post ,father whose daughter committed suicide saying cannabis dangerous instr
"@ad8871,Michigan, USA,@MelaynaLokosky @ravenvanderrave Hi, I know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive. I know entire towns have burned to the ground and hundreds of thousands are homeless evacuees. But please take some time to let ME know how to help",Potential Suicide post ,michigan usa hi know scrambling escape time even save pet family heirloom lest burn alive know entire town burned ground hundred thousand homeless evacuee please take time let know help
"RT @TGGuide: TransFact: Sadly, around 78% of transgender people who were bullied at school have thought about or attempted suicide. This neâ¦",Potential Suicide post ,rt transfact sadly around transgender people bullied school thought attempted suicide ne
"@wizbiff i need a different job, if he is gonna chat all night. he's cute so i'll get over it",Not Suicide post,need different job gon na chat night he cute ill get
@breatheheavycom jooooordan happy birthdaaaay enjoy the day and party a loot !,Not Suicide post,jooooordan happy birthdaaaay enjoy day party loot
thanks for the photo @basibanget,Not Suicide post,thanks photo
"@aT_TooL,Woke ,RT @NFear: Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want atteâ¦",Potential Suicide post ,woke rt life hard never thought id come onto social medium venttalk feeling man life suck dont want atte
"Just broke 10,000 in Xbox 360 Achievements",Not Suicide post,broke xbox achievement
"@MegamanTV @tom_wilso @NHL @Capitals i play hockey, ive gotten penalties like that. dead play or not, you cant go iâ¦ https://t.co/J9vcMvoE23",Potential Suicide post ,play hockey ive gotten penalty like dead play cant go
...........why the fuck would they put Daniel is in a match against Brock? Do they want him to die on Sunday?,Potential Suicide post ,fuck would put daniel match brock want die sunday
@coy0te Sure! But would i be a rebel for not waiting til Follow Friday? haha,Not Suicide post,sure would rebel waiting til follow friday haha
A day researching prices for a buffet Mrs CM is doing on Friday. Heard yesterday that the deal for our new shop is finally progressing,Not Suicide post,day researching price buffet mr cm friday heard yesterday deal new shop finally progressing
@photojunkie I thought it said &quot;looking to get A shot&quot; for a second - I'm interested in both #mesh09,Not Suicide post,thought said quotlooking get shotquot second im interested
"@Marcel_Perform Gimme that $1m, we'll take a tour to the UK, and I'll show you all the people you need",Not Suicide post,gim well take tour uk ill show people need
is working on her listography. http://plurk.com/p/n233g,Not Suicide post,working listography
@TiphaineSiovel Do I have to Tell....LOL,Not Suicide post,telllol
"Short Stack, on home and away",Not Suicide post,short stack home away
i'm going to buy my slam dunk ticket today,Not Suicide post,im going buy slam dunk ticket today
"I need a guidance, mentor, father figure, guardian angel or whatever fuck out there that can tell me what to do witâ¦ https://t.co/CQip4mVgAh",Potential Suicide post ,need guidance mentor father figure guardian angel whatever fuck tell wit
"@wildchamomille,im learning how to love myself,and i dont want to be here anymore",Potential Suicide post ,im learning love myselfand dont want anymore
seems like instead of me hoping i ll live past 27 i am praying i ll live past 20 i have really all but given up right now each and every day i think about disappearing from the world more and more as if its becoming an actual option ,Potential Suicide post ,seems like instead hoping live past praying live past really given right every day think disappearing world becoming actual option
@honeylovc i love you &lt;33,Not Suicide post,love lt
"@MoonwoodFarm Yes, the gloves are my pattern. I've made lots of gloves on my looms",Not Suicide post,yes glove pattern ive made lot glove loom
